,Title,Published_date,Views,Month
2537,These Robots Come to the Rescue after a Disaster | Robin Murphy | TED Talks,9/18/15,123846,Sep
2538,Why Vaccines are Made Too Late... If They’re Made At All | Seth Berkley | TED Talks,9/17/15,56898,Sep
2539,How Quantum Biology Might Explain Life’s Biggest Questions | Jim Al-Khalili | TED Talks,9/16/15,1046179,Sep
2540,Bring on the learning revolution! | Ken Robinson,9/15/15,667316,Sep
2541,A journey through the mind of an artist | Dustin Yellin,9/15/15,961362,Sep
2542,How to Avoid Surveillance...With Your Phone | Christopher Soghoian | TED Talks,9/14/15,1128714,Sep
2543,"How young blood might help reverse aging. Yes, really | Tony Wyss-Coray",9/11/15,264289,Sep
2544,A Visual History of Human Knowledge | Manuel Lima | TED Talks,9/10/15,203667,Sep
2545,My Inner Life with Asperger's | Alix Generous | TED Talks,9/8/15,404156,Sep
2546,Could We Cure HIV with Lasers? | Patience Mthunzi | TED Talks,8/14/15,188107,Aug
2547,My road trip through the whitest towns in America | Rich Benjamin,8/11/15,641556,Aug
2548,The surprising way groups like ISIS stay in power | Benedetta Berti,8/10/15,349978,Aug
2549,Why humans run the world | Yuval Noah Harari,7/24/15,4137157,Jul
2550,Street Art for Hope and Peace | eL Seed | TED Talks,7/23/15,127089,Jul
2551,Paper towns and why learning is awesome | John Green,7/22/15,2160903,Jul
2552,What Islam really says about women | Alaa Murabit,7/21/15,4009594,Jul
2553,"Henry Lin: What we can learn from galaxies far, far away",7/20/15,65937,Jul
2554,How one tweet can ruin your life | Jon Ronson,7/20/15,2953315,Jul
2555,Eddy Cartaya: My glacier cave discoveries,7/20/15,13106,Jul
2556,Adam Sadowsky: How to engineer a viral music video,7/20/15,40962,Jul
2557,Wadah Khanfar: A historic moment in the Arab world,7/17/15,20980,Jul
2558,Robert Wright: The evolution of compassion,7/17/15,35401,Jul
2559,Robert Thurman: Expanding your circle of compassion,7/17/15,29495,Jul
2560,"Feisal Abdul Rauf: Lose your ego, find your compassion",7/17/15,33939,Jul
2561,James Forbes: Compassion at the dinner table,7/17/15,24137,Jul
2562,Dayananda Saraswati: The profound journey of compassion,7/17/15,77162,Jul
2563,Jackie Tabick: The balancing act of compassion,7/17/15,9632,Jul
2564,"Nellie McKay: ""Clonie""",7/17/15,43808,Jul
2565,"Bill Strickland: Rebuilding a neighborhood with beauty, dignity, hope",7/17/15,15833,Jul
2566,"Rachelle Garniez and Thomas Dolby:  ""La Vie en Rose""",7/17/15,15003,Jul
2567,"Nora York: Singing ""What I Want""",7/17/15,9827,Jul
2568,McKenna Pope: Want to be an activist? Start with your toys,7/17/15,19194,Jul
2569,Pam Warhurst: How we can eat our landscapes,7/17/15,42335,Jul
2570,Bahia Shehab: A thousand times no,7/17/15,20364,Jul
2571,Jonathan Eisen: Meet your microbes,7/17/15,31932,Jul
2572,Vinay Venkatraman: Technology crafts for the digitally underserved,7/17/15,13128,Jul
2573,Daniel Pauly:  The ocean's shifting baseline,7/17/15,16392,Jul
2574,Marlene Zuk: What we learn from insects’ kinky sex lives,7/17/15,85537,Jul
2575,Salvatore Iaconesi: What happened when I open-sourced my brain cancer,7/16/15,42742,Jul
2576,Amy Purdy: Living beyond limits,7/15/15,82155,Jul
2577,"John Bohannon: Dance vs. powerpoint, a modest proposal",7/15/15,10663,Jul
2578,Srdja Popovic: How to topple a dictator,7/15/15,35514,Jul
2579,Bilal Bomani: Plant fuels that could power a jet,7/15/15,8823,Jul
2580,Julian Baggini: Is there a real you?,7/15/15,201157,Jul
2581,Mick Mountz: What happens inside those massive warehouses?,7/15/15,17352,Jul
2582,Drew Dudley: Everyday leadership,7/15/15,80197,Jul
2583,Garth Lenz: The true cost of oil,7/15/15,31206,Jul
2584,Avi Rubin: All your devices can be hacked,7/15/15,41611,Jul
2585,Larry Smith: Why you will fail to have a great career,7/15/15,97426,Jul
2586,Peter Saul: Let's talk about dying,7/15/15,94937,Jul
2587,Jonathan Foley: The other inconvenient truth,7/15/15,29306,Jul
2588,Joe Smith: How to use a paper towel,7/15/15,33385,Jul
2589,Brenda Romero: Gaming for understanding,7/15/15,24817,Jul
2590,Tavi Gevinson: A teen just trying to figure it out,7/15/15,48777,Jul
2591,Rick Guidotti: From stigma to supermodel,7/15/15,12854,Jul
2592,"Bart Knols: Cheese, dogs and a pill to kill mosquitoes and end malaria",7/15/15,21060,Jul
2593,"Michael McDaniel: Cheap, effective shelter for disaster relief",7/15/15,15601,Jul
2594,Ken Goldberg: 4 lessons from robots about being human,7/15/15,13932,Jul
2595,David Mackay: A reality check on renewables,7/15/15,15391,Jul
2596,Seth Shostak: ET is (probably) out there — get ready,7/15/15,58292,Jul
2597,David Birch: A new way to stop identity theft,7/15/15,48148,Jul
2598,Ami Klin: A new way to diagnose autism,7/15/15,20199,Jul
2599,Jon Nguyen: Tour the solar system from home,7/15/15,8314,Jul
2600,Nirmalya Kumar: India's invisible innovation,7/15/15,12128,Jul
2601,Todd Humphreys: How to fool a GPS,7/15/15,15151,Jul
2602,Noah Wilson-Rich: Every city needs healthy honey bees,7/15/15,7758,Jul
2603,John Graham-Cumming: The greatest machine that never was,7/15/15,17816,Jul
2604,Emma Teeling: The secret of the bat genome,7/15/15,6040,Jul
2605,Megan Kamerick: Women should represent women in media,7/15/15,13282,Jul
2606,Alec Soth + Stacey Baker: This is what enduring love looks like,7/15/15,83689,Jul
2607,"Adam Garone: Healthier men, one moustache at a time",7/14/15,11410,Jul
2608,Aspen Baker: A better way to talk about abortion,7/14/15,266608,Jul
2609,Noy Thrupkaew: Human trafficking is all around you. This is how it works,7/13/15,333261,Jul
2610,Ash Beckham: When to take a stand -- and when to let it go,7/10/15,116860,Jul
2611,Everything you think you know about addiction is wrong | Johann Hari,7/9/15,11030721,Jul
2612,Memory Banda: A Warrior’s Cry Against Child Marriage | TED,7/7/15,136916,Jul
2613,The Math Behind Basketball's Wildest Moves | Rajiv Maheswaran | TED Talks,7/6/15,1089951,Jul
2614,Gayle Tzemach Lemmon: Meet the first women to fight on the front lines of an American war,7/2/15,81756,Jul
2615,Latif Nasser: The amazing story of the man who gave us modern pain relief,7/1/15,98550,Jul
2616,Jimmy Carter: Why I believe the mistreatment of women is the number one human rights abuse,6/30/15,193531,Jun
2617,The surprising thing I learned sailing solo around the world | Dame Ellen MacArthur,6/29/15,396973,Jun
2618,Chris Urmson: How a driverless car sees the road,6/26/15,848144,Jun
2619,Maryn McKenna: What do we do when antibiotics don’t work any more?,6/25/15,297353,Jun
2620,Chip Kidd: The art of first impressions — in design and life,6/23/15,393564,Jun
2621,Roxane Gay: Confessions of a bad feminist | TED,6/22/15,401147,Jun
2622,An 11-year-old prodigy performs old-school jazz | Joey Alexander,6/19/15,744923,Jun
2623,LaToya Ruby Frazier: A visual history of inequality in industrial America | TED,6/18/15,40143,Jun
2624,Steve Silberman: The forgotten history of autism,6/17/15,198083,Jun
2625,Margaret Heffernan: Why it's time to forget the pecking order at work,6/16/15,551681,Jun
2626,Rana el Kaliouby: This app knows how you feel — from the look on your face,6/15/15,127837,Jun
2627,Lee Mokobe: A powerful poem about what it feels like to be transgender,6/12/15,242661,Jun
2628,Do we see reality as it is? | Donald Hoffman,6/11/15,2503736,Jun
2629,"Sarah Jones: One woman, five characters, and a sex lesson from the future",6/9/15,167719,Jun
2630,This is what it's like to go undercover in North Korea | Suki Kim,6/8/15,3621840,Jun
2631,"Linda Cliatt-Wayman: How to fix a broken school? Lead fearlessly, love hard",6/5/15,434563,Jun
2632,Trevor Aaronson: How this FBI strategy is actually creating US-based terrorists,6/4/15,158674,Jun
2633,The first secret of great design | Tony Fadell,6/3/15,1918254,Jun
2634,Laura Schulz: The surprisingly logical minds of babies,6/2/15,217234,Jun
2635,The single biggest reason why start-ups succeed | Bill Gross,6/1/15,5807579,Jun
2636,Jimmy Nelson: Gorgeous portraits of the world's vanishing people,5/29/15,249757,May
2637,Sara Seager: The search for planets beyond our solar system,5/28/15,109390,May
2638,What does my headscarf mean to you? | Yassmin Abdel-Magied,5/27/15,769009,May
2639,Jeffrey Brown: How we cut youth violence in Boston by 79 percent | TED,5/26/15,94978,May
2640,Chris Burkard: The joy of surfing in ice-cold water,5/22/15,430964,May
2641,Rethinking infidelity ... a talk for anyone who has ever loved | Esther Perel,5/21/15,14595367,May
2642,Chimps have feelings and thoughts. They should also have rights,5/20/15,108052,May
2643,Cosmin Mihaiu: Physical therapy is boring — play a game instead,5/19/15,124968,May
2644,"Martine Rothblatt: My daughter, my wife, our robot, and the quest for immortality",5/18/15,162901,May
2645,The Lady Lifers: A moving song from women in prison for life,5/15/15,86714,May
2646,Why city flags may be the worst-designed thing you've never noticed | Roman Mars,5/14/15,5024177,May
2647,"Magical houses, made of bamboo | Elora Hardy",5/12/15,3214111,May
2648,The first 21 days of a bee’s life | Anand Varma,5/11/15,932220,May
2649,"Dawn Landes: A song for my hero, the woman who rowed into a hurricane",5/8/15,85853,May
2650,Tal Danino: We can use bacteria to detect cancer (and maybe treat it),5/7/15,58208,May
2651,"Bill T. Jones: The dancer, the singer, the cellist ... and a moment of creative magic",5/6/15,121303,May
2652,Abe Davis: New video technology that reveals an object's hidden properties,5/5/15,201406,May
2653,Pamela Ronald: The case for engineering our food,5/4/15,367461,May
2654,Alice Goffman: How we're priming some kids for college — and others for prison,5/1/15,261229,May
2655,Why we laugh | Sophie Scott,4/30/15,971085,Apr
2656,How to control someone else's arm with your brain | Greg Gage,4/28/15,10003992,Apr
2657,What happens when our computers get smarter than we are? | Nick Bostrom,4/27/15,2651523,Apr
2658,Nizar Ibrahim: How we unearthed the spinosaurus,4/24/15,116542,Apr
2659,How to raise a Black son in America | Clint Smith,4/23/15,441312,Apr
2660,Chris Milk: How virtual reality can create the ultimate empathy machine,4/22/15,168493,Apr
2661,"Jedidah Isler: How I fell in love with quasars, blazars and our incredible universe",4/21/15,70627,Apr
2662,Gary Haugen: The hidden reason for poverty the world needs to address now,4/21/15,311675,Apr
2663,Nathalie Cabrol: How Mars might hold the secret to the origin of life,4/20/15,77353,Apr
2664,Paul Tudor Jones II: Why we need to rethink capitalism,4/16/15,307432,Apr
2665,The best kindergarten you’ve ever seen | Takaharu Tezuka,4/14/15,1390486,Apr
2666,Kailash Satyarthi: How to make peace? Get angry,4/13/15,195963,Apr
2667,Barat Ali Batoor: My desperate journey with a human smuggler,4/10/15,60499,Apr
2668,Fred Jansen: How to land on a comet,4/9/15,56049,Apr
2669,How equal do we want the world to be? You'd be surprised | Dan Ariely,4/8/15,259288,Apr
2670,Eduardo Sáenz de Cabezón: Math is forever (with English subtitles) | TED,4/7/15,183523,Apr
2671,5 ways to kill your dreams | Bel Pesce,4/6/15,519216,Apr
2672,Bill Gates: The next outbreak? We’re not ready | TED,4/3/15,37443953,Apr
2673,Boniface Mwangi: The day I stood up alone,4/3/15,118629,Apr
2674,Are China and the US doomed to conflict? | Kevin Rudd,4/1/15,3078220,Apr
2675,Daniel Kish: How I use sonar to navigate the world,3/31/15,473849,Mar
2676,"Alison Killing: There’s a better way to die, and architecture can help",3/30/15,79091,Mar
2677,Dame Stephanie Shirley: Why do ambitious women have flat heads?,3/27/15,171728,Mar
2678,"Theaster Gates: How to revive a neighborhood: with imagination, beauty and art",3/26/15,133488,Mar
2679,Dave Isay: Everyone around you has a story the world needs to hear,3/25/15,180869,Mar
2680,Anand Giridharadas: A tale of two Americas. And the mini-mart where they collided,3/24/15,564927,Mar
2681,How we teach computers to understand pictures | Fei Fei Li,3/23/15,1086734,Mar
2682,The price of shame | Monica Lewinsky,3/21/15,13710073,Mar
2683,What if 3D printing was 100x faster? | Joseph DeSimone,3/19/15,2356511,Mar
2684,Can we create new senses for humans? | David Eagleman,3/18/15,1616233,Mar
2685,Robyn Stein DeLuca: The good news about PMS,3/17/15,404847,Mar
2686,Vincent Cochetel: I was held hostage for 317 days. Here's what I thought about…,3/16/15,98985,Mar
2687,Linda Hill: How to manage for collective creativity,3/13/15,252730,Mar
2688,Shimpei Takahashi: Play this game to come up with original ideas,3/12/15,171385,Mar
2689,Ismael Nazario: What I learned as a kid in jail,3/11/15,188674,Mar
2690,Why the buildings of the future will be shaped by ... you | Marc Kushner,3/10/15,2008893,Mar
2691,"Sangu Delle: In praise of macro -- yes, macro -- finance in Africa",3/9/15,36600,Mar
2692,Ilona Szabó de Carvalho: 4 lessons I learned from taking a stand against drugs and gun violence,3/6/15,36748,Mar
2693,Andy Yen: Think your email's private? Think again,3/6/15,351543,Mar
2694,Harry Baker: A love poem for lonely prime numbers,3/4/15,330747,Mar
2695,Topher White: What can save the rainforest? Your used cell phone,3/3/15,206521,Mar
2696,"Jon Gosier: The problem with ""trickle-down techonomics""",3/2/15,71535,Mar
2697,Helder Guimarães: A magical search for a coincidence,2/27/15,511580,Feb
2698,Ben Wellington: How we found the worst place to park in New York City — using big data,2/26/15,78302,Feb
2699,Romina Libster: The power of herd immunity (with English subtitles) | TED,2/25/15,56447,Feb
2700,Khalida Brohi: How I work to protect women from honor killings,2/25/15,91477,Feb
2701,Rob Knight: How our microbes make us who we are,2/23/15,393445,Feb
2702,James A. White Sr.: The little problem I had renting a house,2/20/15,90155,Feb
2703,"Angelo Vermeulen: How to go to space, without having to go to space",2/19/15,78026,Feb
2704,"Laura Boushnak: For these women, reading is a daring act",2/18/15,117953,Feb
2705,How childhood trauma affects health across a lifetime | Nadine Burke Harris,2/17/15,6104729,Feb
2706,How to practice emotional first aid | Guy Winch,2/16/15,4939551,Feb
2707,The mathematics of love | Hannah Fry,2/13/15,1183356,Feb
2708,"Kenneth Shinozuka: My simple invention, designed to keep my grandfather safe",2/12/15,208426,Feb
2709,"Ricardo Semler: Radical wisdom for a company, a school, a life",2/10/15,426157,Feb
2710,Jaap de Roode: How butterflies self-medicate,2/9/15,49770,Feb
2711,Brian Dettmer: Old books reborn as intricate art,2/6/15,153680,Feb
2712,"Tom Wujec: Got a wicked problem? First, tell me how you make toast",2/5/15,894324,Feb
2713,Bruce Aylward: Humanity vs. Ebola. The winning strategies in a terrifying war,2/3/15,40289,Feb
2714,Rodney Mullen: Pop an ollie and innovate!,2/2/15,2764968,Feb
2715,"Zeynep Tufekci: How the Internet has made social change easy to organize, hard to win",2/2/15,130611,Feb
2716,Bassam Tariq: The beauty and diversity of Muslim life,1/30/15,116246,Jan
2717,Khadija Gbla: My mother’s strange definition of empowerment TED,1/29/15,83151,Jan
